timestamp,pyth_price,dex_price,price_vs_sma,momentum,volatility,liquidity,spread,trend,label
1766344695521,119.2338,125.1960,128,128,0,45,133,0,0
1766344705517,119.2338,125.1960,128,128,0,45,133,0,0
1766344715520,119.2338,125.1960,128,128,0,45,133,0,0
1766344725521,119.2338,125.2137,128,128,0,45,133,0,0
1766344735507,119.2338,125.2137,128,128,0,45,133,0,0
1766344745512,119.2338,125.2137,128,128,0,45,133,0,0
1766344755516,119.2338,125.2137,128,128,0,45,133,0,0
1766344765520,119.2338,125.2137,128,128,0,45,133,0,0
1766344775519,119.2338,125.2137,128,128,0,45,133,0,0
1766344785517,119.2338,125.2137,128,128,0,45,133,0,0
1766344795516,119.2338,125.2137,128,128,0,45,133,0,0
1766344805522,119.2338,125.2137,128,128,0,45,133,0,0
1766344815520,119.2338,125.2137,128,128,0,45,133,0,0
1766344825522,119.2338,125.2137,128,128,0,45,133,0,0
1766344835549,119.2338,125.2137,128,128,0,45,133,0,0
1766344845528,119.2338,125.2137,128,128,0,45,133,0,0
1766344855526,119.2338,125.2137,128,128,0,45,133,0,0
1766344865891,119.2338,125.2137,128,128,0,45,133,0,0
1766344875561,119.2338,125.2137,128,128,0,45,133,0,0
1766344885529,119.2338,125.2137,128,128,0,45,133,0,0
1766344895534,119.2338,125.2137,128,128,0,45,133,0,0
1766344905530,119.2338,125.2137,128,128,0,45,133,0,0
1766344915533,119.2338,125.2137,128,128,0,45,133,0,0
1766344925530,119.2338,125.2135,128,128,0,45,133,0,0
1766344935537,119.2338,125.2135,128,128,0,45,133,0,0
1766344945538,119.2338,125.2135,128,128,0,45,133,0,0
1766344955596,119.2338,125.2135,128,128,0,45,133,0,0
1766344965554,119.2338,125.2135,128,128,0,45,133,0,0
1766344975559,119.2338,125.2135,128,128,0,45,133,0,0
1766344985547,119.2338,125.2135,128,128,0,45,133,0,0
1766344995545,119.2338,125.1863,128,128,0,45,133,0,0
1766345005541,119.2338,125.1863,128,128,0,45,133,0,0
1766345015545,119.2338,125.1863,128,128,0,45,133,0,0
